-1.508815424154793305e+01,-8.529830161247590192e-01,1.926496846372161231e+00,5.972678771557744515e-01,4.118642943988470306e-01
-9.347501794375927986e+00,7.758724877878734327e-01,-8.941983288499796290e-01,4.547979141101337608e-01,6.464506518994761475e-01
1.926697902594942491e+01,-1.382815540843114377e+01,5.765827029382876390e+00,-8.255559784994902506e-01,8.446230933574044863e-01
1.064794230699365629e+00,-4.267394292251525112e-02,-2.746762033826086302e+00,7.381692681129956579e-01,-2.595744126149784892e-01
2.494901235228251224e+01,1.066493644240273220e+01,3.682337736416640084e+00,-1.723478384889981729e+00,6.132398034710654366e-01
9.398962089176944090e+00,-1.375085081747139171e+01,1.033289290923653736e+00,-2.488068188860824925e+00,-1.112187682372183517e-01
-8.628348551902087493e+00,4.624591967937399239e+00,-9.791857828517949169e-01,2.702580044112370405e-01,1.325256194203742466e-01
-1.496240044858956253e+01,-1.734144628894459528e+00,1.659954444341549484e+00,2.465210055822725788e-01,7.182095431440228550e-01
-4.200102363718866805e+00,1.050405883248122896e+00,-2.593117361967522516e+00,-1.204181198908648831e+00,8.949458507526917295e-01
-1.712759125023809403e+01,-2.044357306595424362e+00,2.988568277845447874e+00,1.000428006048691643e+00,3.408724658598014656e-01
2.312211717593270066e+01,-8.661538575286547470e+00,5.895826489071788856e+00,-7.724966402593689274e-01,5.984888482982648750e-01
1.651229388712702928e+01,1.238028890371290736e+01,-1.110706240151484170e-01,4.277690343565803133e+00,-5.064749913992844244e-01
-1.739327156400352337e+01,2.085723354070846192e+00,3.115808853327478811e+00,-1.643577059976775168e-01,5.042066255416972620e-01
-9.112204842018499562e+00,6.817486098568316777e+00,-5.125095104187918915e-01,4.270714948111524190e-01,3.946682548752729613e-01
4.688195988074295606e+00,-1.266681409864089147e+01,-5.238800320954056788e-01,9.473234027394746848e-01,-1.103800025445264676e+00
4.561169435420310059e+00,-8.424837807429010894e-01,-2.284862637150858244e+00,-6.177204405259675291e-01,-8.220443340026694079e-01
-8.590620085724388844e+00,2.680676558164394319e+00,7.011756996356902638e-01,-2.325752637470417827e+00,-6.845772503820946042e-01
1.882078085816096547e+01,-5.112200366232542592e+00,7.166456109194462298e-01,3.073108596524206870e+00,-8.972623946521458560e-01
-6.226734443171981326e+00,4.652726931406645505e+00,-1.926883200597354406e+00,1.498175534449422419e-01,1.009491763310806922e+00
-1.620898509165878210e+01,-5.553461129177365008e-01,2.148570936688391164e+00,-2.092061924382225269e-01,9.475600365766549960e-01
-7.867406882683891656e-01,3.694369547921845687e+00,-1.596810100364757234e+00,-1.118604093387910003e+00,-1.149619868600684436e+00
-1.785510256396019102e+01,-1.403349358426489113e+00,3.144281931331626367e+00,2.509861478229467036e-01,1.022727361639134136e+00
8.505267275925081805e+00,-1.338122460583300866e+00,-2.798170701218234413e+00,-2.001381183310817768e-01,4.410193768457971730e-01
-1.521175788514752192e+01,-1.222564474205486196e+00,1.574393637869351270e+00,4.896989466364425336e-01,9.326673579578712570e-01
1.126362259831459411e+01,-1.247539375018292418e+01,5.307859740019142958e-01,4.240504983032337971e-02,-8.766620307360711850e-01
1.334736541735893134e+01,-2.028654616937962007e+00,-8.472518920497538186e-01,-1.232847039219716612e+00,-8.845326435286863243e-01
-8.998698405968180936e+00,5.012672163977095252e+00,6.134942819899522615e-01,-1.444668093688073141e+00,-5.636613386535747061e-01
-1.603882850393708281e+01,-1.896746582825184768e-01,2.776000291911978390e+00,5.600930903988997622e-01,-2.410617434588076605e-02
-1.146542059852047757e+01,4.380186810520661389e+00,2.438602068726878347e+00,-1.757333006844054024e+00,-1.483058224565219518e+00
3.943209818190740013e+00,-7.069195547017882220e+00,-1.325929312478725031e+00,-2.755838532619731690e-02,-1.890156197743138033e+00
3.874370738586196961e-02,1.130870812051078811e-01,-3.276477770518873012e+00,-4.209466668054568372e-01,1.285641663277103941e+00
-1.678787354445367797e+01,-1.497818163767626887e-01,3.036474758663380680e+00,-1.019694368371469421e-02,2.351000207942580689e-01
